ID;Reason for absence;Month of absence;Day of the week;Seasons;Transportation expense;Distance from Residence to Faculty;Study time;Age;Study load Average/day ;Hit target;Disciplinary failure;Education;Son;Social drinker;Social smoker;Pet;Weight;Height;Body mass index;Email;absenteeism per session
34;5;7;6;1;118;10;10;22;275.312;98;0;1;0;0;0;0;83;172;28;jzmkwaie@esprit.com;8
34;26;7;6;1;118;10;10;22;275.312;98;0;1;0;0;0;0;83;172;28;b16aoflh@esprit.com;4
18;26;7;3;1;330;16;4;18;275.312;98;0;2;0;0;0;0;84;182;25;ofirwqf8@esprit.com;8
22;18;7;5;1;179;26;9;19;275.312;98;0;3;0;0;0;0;56;171;19;u6wqnhq7@esprit.com;8
14;25;7;6;1;155;12;14;21;275.312;98;0;1;2;1;0;0;95;196;25;g25vqs20@esprit.com;2
18;1;7;2;1;330;16;4;18;275.312;98;0;2;0;0;0;0;84;182;25;e31agjuo@esprit.com;8
18;1;7;3;1;330;16;4;18;275.312;98;0;2;0;0;0;0;84;182;25;6ybuxbkt@esprit.com;8
30;25;7;2;1;157;27;6;18;275.312;98;0;1;0;1;1;0;75;185;22;klmcfv44@esprit.com;3
10;22;7;3;1;361;52;3;18;275.312;98;0;1;1;1;0;4;80;172;27;m1rc82qz@esprit.com;8
11;26;7;4;1;289;36;13;20;275.312;98;0;1;2;1;0;1;90;172;30;jm0xo6gx@esprit.com;8
3;26;7;5;1;179;51;18;23;275.312;98;0;1;0;1;0;0;89;170;31;hwkl94rn@esprit.com;8
11;19;7;2;1;289;36;13;20;275.312;98;0;1;2;1;0;1;90;172;30;xih4rjij@esprit.com;32
11;19;7;5;1;289;36;13;20;275.312;98;0;1;2;1;0;1;90;172;30;8lips5se@esprit.com;8
20;0;7;5;1;260;50;11;22;275.312;98;1;1;4;1;0;0;65;168;23;puf40oc5@esprit.com;0
11;19;8;6;1;289;36;13;20;265.615;94;0;1;2;1;0;1;90;172;30;zc6tdv8c@esprit.com;8
30;19;8;6;1;157;27;6;18;265.615;94;0;1;0;1;1;0;75;185;22;90znf6xb@esprit.com;3
11;23;8;2;1;289;36;13;20;265.615;94;0;1;2;1;0;1;90;172;30;gtc7so11@esprit.com;1
9;18;8;3;1;228;14;16;33;265.615;94;0;1;2;0;0;1;65;172;22;f05e14bm@esprit.com;8
26;13;8;5;1;300;26;13;25;265.615;94;0;1;2;1;1;1;77;175;25;6yx2gwem@esprit.com;1
26;14;8;5;1;300;26;13;25;265.615;94;0;1;2;1;1;1;77;175;25;e2v5k6hu@esprit.com;2
20;28;8;6;1;260;50;11;22;265.615;94;0;1;4;1;0;0;65;168;23;r8cbcb9m@esprit.com;4
11;23;8;3;1;289;36;13;20;265.615;94;0;1;2;1;0;1;90;172;30;l6pcfsw5@esprit.com;4
33;23;8;4;1;248;25;14;27;265.615;94;0;1;2;0;0;1;86;165;32;wck14y4g@esprit.com;1
21;11;8;5;1;268;11;8;20;265.615;94;0;2;0;0;0;0;79;178;25;kxd1s6q8@esprit.com;8
22;23;8;5;1;179;26;9;19;265.615;94;0;3;0;0;0;0;56;171;19;e1ynmpwr@esprit.com;1
36;13;8;5;1;118;13;18;29;265.615;94;0;1;1;1;0;0;98;178;31;4tc2k6m9@esprit.com;3
33;25;8;2;1;248;25;14;27;265.615;94;0;1;2;0;0;1;86;165;32;ygv5c0gh@esprit.com;2
1;23;8;3;1;235;11;14;22;265.615;94;0;3;1;0;0;1;88;172;29;uk034v1i@esprit.com;1
36;23;8;5;1;118;13;18;29;265.615;94;0;1;1;1;0;0;98;178;31;r1nz5bec@esprit.com;1
1;19;8;5;1;235;11;14;22;265.615;94;0;3;1;0;0;1;88;172;29;u2x7jw5b@esprit.com;8
10;8;8;3;1;361;52;3;18;265.615;94;0;1;1;1;0;4;80;172;27;u3xynaxl@esprit.com;8
27;6;8;4;1;184;42;7;18;265.615;94;0;1;0;0;0;0;58;167;21;mptzb27q@esprit.com;8
3;11;9;2;1;179;51;18;23;294.217;81;0;1;0;1;0;0;89;170;31;t4liyb6w@esprit.com;8
3;23;9;6;1;179;51;18;23;294.217;81;0;1;0;1;0;0;89;170;31;p7rhl548@esprit.com;3
11;19;9;4;1;289;36;13;20;294.217;81;0;1;2;1;0;1;90;172;30;yflx8e4i@esprit.com;24
5;0;9;5;1;235;20;13;25;294.217;81;1;1;1;1;0;0;106;167;38;2f57mg1p@esprit.com;0
24;9;9;2;1;246;25;16;24;294.217;81;0;1;0;1;0;0;67;170;23;mbyrzlw4@esprit.com;16
15;28;9;3;1;291;31;12;24;294.217;81;0;1;1;1;0;1;73;171;25;h7xe98yc@esprit.com;3
8;0;9;3;1;231;35;14;23;294.217;81;1;1;2;1;0;2;100;170;35;vh8uzqma@esprit.com;0
19;0;9;3;1;291;50;12;20;294.217;81;1;1;0;1;0;0;65;169;23;fzls8zbs@esprit.com;0
3;13;9;4;1;179;51;18;23;294.217;81;0;1;0;1;0;0;89;170;31;7npizhw3@esprit.com;8
24;9;9;4;1;246;25;16;24;294.217;81;0;1;0;1;0;0;67;170;23;x5ib7imp@esprit.com;32
3;23;9;5;1;179;51;18;23;294.217;81;0;1;0;1;0;0;89;170;31;q1mh08rs@esprit.com;1
15;28;9;6;1;291;31;12;24;294.217;81;0;1;1;1;0;1;73;171;25;ujy3l07t@esprit.com;4
20;28;9;6;1;260;50;11;22;294.217;81;0;1;4;1;0;0;65;168;23;0fkhmebb@esprit.com;4
5;26;9;4;4;235;20;13;25;294.217;81;0;1;1;1;0;0;106;167;38;cftfks72@esprit.com;8
36;28;9;5;4;118;13;18;29;294.217;81;0;1;1;1;0;0;98;178;31;giap4uqp@esprit.com;1
5;0;9;5;4;235;20;13;25;294.217;81;1;1;1;1;0;0;106;167;38;qmdox4h7@esprit.com;0
15;28;9;6;4;291;31;12;24;294.217;81;0;1;1;1;0;1;73;171;25;jkdz3d47@esprit.com;3
15;7;9;2;4;291;31;12;24;294.217;81;0;1;1;1;0;1;73;171;25;evbrpbnd@esprit.com;40
3;13;9;2;4;179;51;18;23;294.217;81;0;1;0;1;0;0;89;170;31;zwuw8rwg@esprit.com;8
11;24;10;2;4;289;36;13;20;265.017;88;0;1;2;1;0;1;90;172;30;u4tyz8xi@esprit.com;8
1;26;10;2;4;235;11;14;22;265.017;88;0;3;1;0;0;1;88;172;29;1jeqxndv@esprit.com;4
11;26;10;2;4;289;36;13;20;265.017;88;0;1;2;1;0;1;90;172;30;oilyv84x@esprit.com;8
11;22;10;6;4;289;36;13;20;265.017;88;0;1;2;1;0;1;90;172;30;4b68fc2u@esprit.com;8
36;0;10;6;4;118;13;18;29;265.017;88;1;1;1;1;0;0;98;178;31;mtf67jk3@esprit.com;0
33;0;10;6;4;248;25;14;27;265.017;88;1;1;2;0;0;1;86;165;32;fdbqox46@esprit.com;0
22;1;10;2;4;179;26;9;19;265.017;88;0;3;0;0;0;0;56;171;19;xo8338uv@esprit.com;8
34;7;10;2;4;118;10;10;22;265.017;88;0;1;0;0;0;0;83;172;28;f4ejpda7@esprit.com;3
13;22;10;2;4;369;17;12;19;265.017;88;0;1;3;1;0;0;70;169;25;u9tvt17m@esprit.com;8
3;28;10;4;4;179;51;18;23;265.017;88;0;1;0;1;0;0;89;170;31;e7gf3h2x@esprit.com;1
22;1;10;4;4;179;26;9;19;265.017;88;0;3;0;0;0;0;56;171;19;zv96shxh@esprit.com;64
5;0;10;4;4;235;20;13;25;265.017;88;1;1;1;1;0;0;106;167;38;awilv3ym@esprit.com;0
11;19;10;5;4;289;36;13;20;265.017;88;0;1;2;1;0;1;90;172;30;0c14qwgq@esprit.com;16
20;28;10;6;4;260;50;11;22;265.017;88;0;1;4;1;0;0;65;168;23;cdxcwrg9@esprit.com;3
5;0;10;6;4;235;20;13;25;265.017;88;1;1;1;1;0;0;106;167;38;57qsqbkl@esprit.com;0
5;23;10;2;4;235;20;13;25;265.017;88;0;1;1;1;0;0;106;167;38;v36i2yiy@esprit.com;2
5;23;10;2;4;235;20;13;25;265.017;88;0;1;1;1;0;0;106;167;38;yxc3rjdz@esprit.com;2
36;28;10;3;4;118;13;18;29;265.017;88;0;1;1;1;0;0;98;178;31;fcmimezm@esprit.com;1
15;28;10;3;4;291;31;12;24;265.017;88;0;1;1;1;0;1;73;171;25;52a5ov0k@esprit.com;4
22;23;10;5;4;179;26;9;19;265.017;88;0;3;0;0;0;0;56;171;19;v9v5w6z1@esprit.com;16
36;28;10;5;4;118;13;18;29;265.017;88;0;1;1;1;0;0;98;178;31;akcdfu3g@esprit.com;1
10;10;10;2;4;361;52;3;18;265.017;88;0;1;1;1;0;4;80;172;27;5lsncaqg@esprit.com;8
20;0;10;3;4;260;50;11;22;265.017;88;1;1;4;1;0;0;65;168;23;xyd5gv7y@esprit.com;0
15;0;10;3;4;291;31;12;24;265.017;88;1;1;1;1;0;1;73;171;25;chc98q9u@esprit.com;0
30;0;10;3;4;157;27;6;18;265.017;88;1;1;0;1;1;0;75;185;22;mlm7ac71@esprit.com;0
22;1;10;4;4;179;26;9;19;265.017;88;0;3;0;0;0;0;56;171;19;61rgp26f@esprit.com;5
22;7;10;4;4;179;26;9;19;265.017;88;0;3;0;0;0;0;56;171;19;9eir067y@esprit.com;5
36;23;10;5;4;118;13;18;29;265.017;88;0;1;1;1;0;0;98;178;31;60dvnbt0@esprit.com;1
34;11;11;2;4;118;10;10;22;284.031;97;0;1;0;0;0;0;83;172;28;uq5iewpk@esprit.com;8
33;23;11;2;4;248;25;14;27;284.031;97;0;1;2;0;0;1;86;165;32;fgpavj83@esprit.com;2
3;6;11;3;4;179;51;18;23;284.031;97;0;1;0;1;0;0;89;170;31;oifz7ycm@esprit.com;8
20;28;11;6;4;260;50;11;22;284.031;97;0;1;4;1;0;0;65;168;23;qp5dx89h@esprit.com;3
15;23;11;2;4;291;31;12;24;284.031;97;0;1;1;1;0;1;73;171;25;tqbzjs1d@esprit.com;1
23;1;11;2;4;378;49;11;22;284.031;97;0;1;2;0;1;4;65;174;21;738feh1j@esprit.com;8
14;11;11;2;4;155;12;14;21;284.031;97;0;1;2;1;0;0;95;196;25;cqkajq5m@esprit.com;120
5;26;11;2;4;235;20;13;25;284.031;97;0;1;1;1;0;0;106;167;38;ye2hblpi@esprit.com;8
18;0;11;3;4;330;16;4;18;284.031;97;1;2;0;0;0;0;84;182;25;pbkg2udw@esprit.com;0
1;18;11;4;4;235;11;14;22;284.031;97;0;3;1;0;0;1;88;172;29;12popogd@esprit.com;1
34;11;11;4;4;118;10;10;22;284.031;97;0;1;0;0;0;0;83;172;28;vt7pkf7b@esprit.com;3
1;25;11;5;4;235;11;14;22;284.031;97;0;3;1;0;0;1;88;172;29;2jfowadj@esprit.com;2
3;28;11;5;4;179;51;18;23;284.031;97;0;1;0;1;0;0;89;170;31;rsi6iss2@esprit.com;3
24;13;11;6;4;246;25;16;24;284.031;97;0;1;0;1;0;0;67;170;23;vmv3yp4s@esprit.com;8
15;12;11;6;4;291;31;12;24;284.031;97;0;1;1;1;0;1;73;171;25;057k699n@esprit.com;4
24;13;11;2;4;246;25;16;24;284.031;97;0;1;0;1;0;0;67;170;23;r5lhq877@esprit.com;8
3;28;11;3;4;179;51;18;23;284.031;97;0;1;0;1;0;0;89;170;31;tbi07xjt@esprit.com;1
20;10;11;4;4;260;50;11;22;284.031;97;0;1;4;1;0;0;65;168;23;1hghgb68@esprit.com;8
20;15;11;6;4;260;50;11;22;284.031;97;0;1;4;1;0;0;65;168;23;bl3ov3xj@esprit.com;8
23;0;11;6;4;378;49;11;22;284.031;97;1;1;2;0;1;4;65;174;21;jylwqg6k@esprit.com;0
7;0;11;3;4;279;5;14;23;284.031;97;1;1;2;1;1;0;68;168;24;s96cj4js@esprit.com;0
3;23;11;5;4;179;51;18;23;284.031;97;0;1;0;1;0;0;89;170;31;hg8cyy24@esprit.com;1
28;12;12;2;4;225;26;9;18;236.629;93;0;1;1;0;0;2;69;169;24;nh9k5dxf@esprit.com;3
3;28;12;2;4;179;51;18;23;236.629;93;0;1;0;1;0;0;89;170;31;9qag6qwa@esprit.com;2
3;28;12;2;4;179;51;18;23;236.629;93;0;1;0;1;0;0;89;170;31;un1lqu3k@esprit.com;1
1;23;12;2;4;235;11;14;22;236.629;93;0;3;1;0;0;1;88;172;29;w0c29jxy@esprit.com;3
36;28;12;3;4;118;13;18;29;236.629;93;0;1;1;1;0;0;98;178;31;gno780bl@esprit.com;1
20;28;12;6;4;260;50;11;22;236.629;93;0;1;4;1;0;0;65;168;23;a58hrg70@esprit.com;4
24;4;12;5;4;246;25;16;24;236.629;93;0;1;0;1;0;0;67;170;23;6754ibep@esprit.com;8
3;28;12;5;4;179;51;18;23;236.629;93;0;1;0;1;0;0;89;170;31;ct1f5o1s@esprit.com;1
3;28;12;6;4;179;51;18;23;236.629;93;0;1;0;1;0;0;89;170;31;tixp481a@esprit.com;1
22;23;12;3;4;179;26;9;19;236.629;93;0;3;0;0;0;0;56;171;19;2cvak84a@esprit.com;1
34;25;12;3;4;118;10;10;22;236.629;93;0;1;0;0;0;0;83;172;28;z93wo8pe@esprit.com;8
1;25;12;5;4;235;11;14;22;236.629;93;0;3;1;0;0;1;88;172;29;cwcinvki@esprit.com;2
3;28;12;6;4;179;51;18;23;236.629;93;0;1;0;1;0;0;89;170;31;cyptzkl8@esprit.com;1
5;13;12;3;2;235;20;13;25;236.629;93;0;1;1;1;0;0;106;167;38;uvq0k4vk@esprit.com;8
1;14;12;3;2;235;11;14;22;236.629;93;0;3;1;0;0;1;88;172;29;7vmltk6e@esprit.com;4
20;26;12;4;2;260;50;11;22;236.629;93;0;1;4;1;0;0;65;168;23;8y5xn4it@esprit.com;8
30;28;12;2;2;157;27;6;18;236.629;93;0;1;0;1;1;0;75;185;22;kgldf1jc@esprit.com;2
3;28;12;2;2;179;51;18;23;236.629;93;0;1;0;1;0;0;89;170;31;asacvd37@esprit.com;3
11;19;12;2;2;289;36;13;20;236.629;93;0;1;2;1;0;1;90;172;30;pjdr2da5@esprit.com;8
28;23;1;4;2;225;26;9;18;330.061;100;0;1;1;0;0;2;69;169;24;bryq1wux@esprit.com;5
34;19;1;2;2;118;10;10;22;330.061;100;0;1;0;0;0;0;83;172;28;i8o1s41j@esprit.com;32
14;23;1;2;2;155;12;14;21;330.061;100;0;1;2;1;0;0;95;196;25;4a9xseob@esprit.com;2
1;13;1;3;2;235;11;14;22;330.061;100;0;3;1;0;0;1;88;172;29;9d9d58zq@esprit.com;1
14;23;1;3;2;155;12;14;21;330.061;100;0;1;2;1;0;0;95;196;25;rjhn2vea@esprit.com;4
11;26;1;2;2;289;36;13;20;330.061;100;0;1;2;1;0;1;90;172;30;kaf92zvc@esprit.com;8
15;3;1;4;2;291;31;12;24;330.061;100;0;1;1;1;0;1;73;171;25;6305a75m@esprit.com;8
5;26;1;2;2;235;20;13;25;330.061;100;0;1;1;1;0;0;106;167;38;pw4b5je3@esprit.com;8
36;26;1;2;2;118;13;18;29;330.061;100;0;1;1;1;0;0;98;178;31;gm06micr@esprit.com;4
3;28;1;4;2;179;51;18;23;330.061;100;0;1;0;1;0;0;89;170;31;jbb86nhm@esprit.com;1
3;28;1;6;2;179;51;18;23;330.061;100;0;1;0;1;0;0;89;170;31;gouaim1c@esprit.com;1
34;28;2;3;2;118;10;10;22;251.818;96;0;1;0;0;0;0;83;172;28;kd6qzguf@esprit.com;2
3;27;2;4;2;179;51;18;23;251.818;96;0;1;0;1;0;0;89;170;31;yxno8l1j@esprit.com;3
28;7;2;4;2;225;26;9;18;251.818;96;0;1;1;0;0;2;69;169;24;b6pesalz@esprit.com;1
11;22;2;6;2;289;36;13;20;251.818;96;0;1;2;1;0;1;90;172;30;zqxxf32g@esprit.com;3
20;28;2;6;2;260;50;11;22;251.818;96;0;1;4;1;0;0;65;168;23;mjqwp8ll@esprit.com;3
3;23;2;6;2;179;51;18;23;251.818;96;0;1;0;1;0;0;89;170;31;w15t4qx1@esprit.com;3
3;27;2;2;2;179;51;18;23;251.818;96;0;1;0;1;0;0;89;170;31;1buxhj8w@esprit.com;2
3;27;2;4;2;179;51;18;23;251.818;96;0;1;0;1;0;0;89;170;31;31j1h7yh@esprit.com;3
3;10;2;5;2;179;51;18;23;251.818;96;0;1;0;1;0;0;89;170;31;2k00cj9c@esprit.com;8
24;26;2;5;2;246;25;16;24;251.818;96;0;1;0;1;0;0;67;170;23;bgeiusew@esprit.com;8
3;27;2;6;2;179;51;18;23;251.818;96;0;1;0;1;0;0;89;170;31;gd6vf08g@esprit.com;3
6;22;2;2;2;189;29;13;20;251.818;96;0;1;2;0;0;2;69;167;25;60exrt63@esprit.com;8
3;27;2;2;2;179;51;18;23;251.818;96;0;1;0;1;0;0;89;170;31;h5wuie8g@esprit.com;3
24;23;2;3;2;246;25;16;24;251.818;96;0;1;0;1;0;0;67;170;23;4y231jsl@esprit.com;2
15;23;2;3;2;291;31;12;24;251.818;96;0;1;1;1;0;1;73;171;25;aosp5jz8@esprit.com;2
30;11;2;4;2;157;27;6;18;251.818;96;0;1;0;1;1;0;75;185;22;xw2imfyb@esprit.com;16
3;27;2;4;2;179;51;18;23;251.818;96;0;1;0;1;0;0;89;170;31;bjl659lj@esprit.com;3
3;27;2;6;2;179;51;18;23;251.818;96;0;1;0;1;0;0;89;170;31;nadb3afs@esprit.com;3
24;10;2;6;2;246;25;16;24;251.818;96;0;1;0;1;0;0;67;170;23;0kto6r71@esprit.com;24
3;27;2;4;2;179;51;18;23;251.818;96;0;1;0;1;0;0;89;170;31;bt405rg3@esprit.com;3
3;27;2;6;2;179;51;18;23;251.818;96;0;1;0;1;0;0;89;170;31;nw8vbz51@esprit.com;3
34;18;3;3;2;118;10;10;22;244.387;98;0;1;0;0;0;0;83;172;28;hh9p92nb@esprit.com;8
24;19;3;4;2;246;25;16;24;244.387;98;0;1;0;1;0;0;67;170;23;u9iu6o8g@esprit.com;16
24;28;3;6;2;246;25;16;24;244.387;98;0;1;0;1;0;0;67;170;23;yo5qps6z@esprit.com;2
20;28;3;6;2;260;50;11;22;244.387;98;0;1;4;1;0;0;65;168;23;4htt3a60@esprit.com;4
3;28;3;2;2;179;51;18;23;244.387;98;0;1;0;1;0;0;89;170;31;szsr0rji@esprit.com;2
1;22;3;2;2;235;11;14;22;244.387;98;0;3;1;0;0;1;88;172;29;p5o2hsx1@esprit.com;8
17;22;3;3;2;179;22;17;24;244.387;98;0;2;2;0;1;0;63;170;22;eh5i7571@esprit.com;8
23;22;3;3;2;378;49;11;22;244.387;98;0;1;2;0;1;4;65;174;21;01tdurth@esprit.com;8
3;28;3;2;2;179;51;18;23;244.387;98;0;1;0;1;0;0;89;170;31;e085l473@esprit.com;16
10;22;3;4;2;361;52;3;18;244.387;98;0;1;1;1;0;4;80;172;27;2rdzqhtv@esprit.com;8
13;0;3;4;2;369;17;12;19;244.387;98;1;1;3;1;0;0;70;169;25;kaa5a2s4@esprit.com;0
1;21;3;5;2;235;11;14;22;244.387;98;0;3;1;0;0;1;88;172;29;n3exxj77@esprit.com;8
36;23;3;6;3;118;13;18;29;244.387;98;0;1;1;1;0;0;98;178;31;rlamcy34@esprit.com;2
36;14;3;3;3;118;13;18;29;244.387;98;0;1;1;1;0;0;98;178;31;44hruv2l@esprit.com;3
36;13;3;4;3;118;13;18;29;244.387;98;0;1;1;1;0;0;98;178;31;hgj21k08@esprit.com;8
1;0;3;5;3;235;11;14;22;244.387;98;1;3;1;0;0;1;88;172;29;ejt48lqj@esprit.com;0
24;0;3;5;3;246;25;16;24;244.387;98;1;1;0;1;0;0;67;170;23;dghf9z0u@esprit.com;0
36;0;3;5;3;118;13;18;29;244.387;98;1;1;1;1;0;0;98;178;31;mcamhwsu@esprit.com;0
3;28;3;6;3;179;51;18;23;244.387;98;0;1;0;1;0;0;89;170;31;6z6t6cj6@esprit.com;8
11;22;3;6;3;289;36;13;20;244.387;98;0;1;2;1;0;1;90;172;30;cmyxgc2w@esprit.com;8
20;19;3;2;3;260;50;11;22;244.387;98;0;1;4;1;0;0;65;168;23;ixdt2osu@esprit.com;8
24;28;3;3;3;246;25;16;24;244.387;98;0;1;0;1;0;0;67;170;23;tobgmw6a@esprit.com;2
3;28;4;4;3;179;51;18;23;239.409;98;0;1;0;1;0;0;89;170;31;cpxv8jzs@esprit.com;4
20;28;4;6;3;260;50;11;22;239.409;98;0;1;4;1;0;0;65;168;23;weliuekj@esprit.com;3
18;26;4;6;3;330;16;4;18;239.409;98;0;2;0;0;0;0;84;182;25;neltakqv@esprit.com;4
13;22;4;2;3;369;17;12;19;239.409;98;0;1;3;1;0;0;70;169;25;buxmti7c@esprit.com;4
33;26;4;2;3;248;25;14;27;239.409;98;0;1;2;0;0;1;86;165;32;fjobdsst@esprit.com;4
18;23;4;4;3;330;16;4;18;239.409;98;0;2;0;0;0;0;84;182;25;0hvomhdm@esprit.com;8
3;28;4;4;3;179;51;18;23;239.409;98;0;1;0;1;0;0;89;170;31;vknv9vdu@esprit.com;8
36;23;4;2;3;118;13;18;29;239.409;98;0;1;1;1;0;0;98;178;31;u8lhdkmw@esprit.com;1
36;13;4;4;3;118;13;18;29;239.409;98;0;1;1;1;0;0;98;178;31;aq7uao98@esprit.com;120
26;28;4;6;3;300;26;13;25;239.409;98;0;1;2;1;1;1;77;175;25;tmjnba97@esprit.com;8
20;28;4;6;3;260;50;11;22;239.409;98;0;1;4;1;0;0;65;168;23;nsn6eqks@esprit.com;4
3;28;4;2;3;179;51;18;23;239.409;98;0;1;0;1;0;0;89;170;31;gf72oonh@esprit.com;4
34;11;4;4;3;118;10;10;22;239.409;98;0;1;0;0;0;0;83;172;28;edgt70cn@esprit.com;2
5;13;5;2;3;235;20;13;25;246.074;99;0;1;1;1;0;0;106;167;38;saui1dey@esprit.com;16
33;23;5;4;3;248;25;14;27;246.074;99;0;1;2;0;0;1;86;165;32;bvrjui92@esprit.com;2
13;10;5;2;3;369;17;12;19;246.074;99;0;1;3;1;0;0;70;169;25;j4a2d6ye@esprit.com;8
22;23;5;4;3;179;26;9;19;246.074;99;0;3;0;0;0;0;56;171;19;q13j54pz@esprit.com;3
3;28;5;4;3;179;51;18;23;246.074;99;0;1;0;1;0;0;89;170;31;fjis0dkw@esprit.com;4
10;23;5;5;3;361;52;3;18;246.074;99;0;1;1;1;0;4;80;172;27;7tbc0m49@esprit.com;1
20;28;5;6;3;260;50;11;22;246.074;99;0;1;4;1;0;0;65;168;23;o2gl90ug@esprit.com;3
17;11;5;2;3;179;22;17;24;246.074;99;0;2;2;0;1;0;63;170;22;1wvz3yzy@esprit.com;2
17;8;5;2;3;179;22;17;24;246.074;99;0;2;2;0;1;0;63;170;22;hp4n0z2i@esprit.com;3
9;18;5;4;3;228;14;16;33;246.074;99;0;1;2;0;0;1;65;172;22;37h2pkus@esprit.com;8
28;25;5;4;3;225;26;9;18;246.074;99;0;1;1;0;0;2;69;169;24;1hjrrnyv@esprit.com;3
18;13;5;6;3;330;16;4;18;246.074;99;0;2;0;0;0;0;84;182;25;lf4qzvcc@esprit.com;8
22;25;5;2;3;179;26;9;19;246.074;99;0;3;0;0;0;0;56;171;19;9ld6s9jr@esprit.com;2
34;28;5;2;3;118;10;10;22;246.074;99;0;1;0;0;0;0;83;172;28;kpo6q5qv@esprit.com;1
1;1;5;2;3;235;11;14;22;246.074;99;0;3;1;0;0;1;88;172;29;7vuu6iqz@esprit.com;8
22;23;5;4;3;179;26;9;19;246.074;99;0;3;0;0;0;0;56;171;19;ez0oyj71@esprit.com;3
34;23;6;2;3;118;10;10;22;253.957;95;0;1;0;0;0;0;83;172;28;jwqymlw8@esprit.com;3
3;28;6;2;3;179;51;18;23;253.957;95;0;1;0;1;0;0;89;170;31;7rtk9wzj@esprit.com;3
34;28;6;3;3;118;10;10;22;253.957;95;0;1;0;0;0;0;83;172;28;47wljy3v@esprit.com;2
28;23;6;5;3;225;26;9;18;253.957;95;0;1;1;0;0;2;69;169;24;y2ehewj9@esprit.com;4
20;28;6;6;3;260;50;11;22;253.957;95;0;1;4;1;0;0;65;168;23;90ttr2o4@esprit.com;4
3;0;6;6;3;179;51;18;23;253.957;95;1;1;0;1;0;0;89;170;31;lqsqr8cn@esprit.com;0
15;13;6;2;3;291;31;12;24;253.957;95;0;1;1;1;0;1;73;171;25;5z92aio3@esprit.com;40
3;28;6;2;3;179;51;18;23;253.957;95;0;1;0;1;0;0;89;170;31;34fxjmpo@esprit.com;24
24;28;6;3;3;246;25;16;24;253.957;95;0;1;0;1;0;0;67;170;23;a2feilgb@esprit.com;3
3;28;6;2;3;179;51;18;23;253.957;95;0;1;0;1;0;0;89;170;31;hizapr3v@esprit.com;4
5;26;6;3;3;235;20;13;25;253.957;95;0;1;1;1;0;0;106;167;38;abfv37zi@esprit.com;8
3;28;6;2;1;179;51;18;23;253.957;95;0;1;0;1;0;0;89;170;31;1co41c73@esprit.com;2
28;23;6;4;1;225;26;9;18;253.957;95;0;1;1;0;0;2;69;169;24;5is0it3c@esprit.com;2
36;23;6;4;1;118;13;18;29;253.957;95;0;1;1;1;0;0;98;178;31;4tupnhuk@esprit.com;2
3;5;6;4;1;179;51;18;23;253.957;95;0;1;0;1;0;0;89;170;31;9p8iq4ud@esprit.com;8
22;21;6;4;1;179;26;9;19;253.957;95;0;3;0;0;0;0;56;171;19;qgqgz6l7@esprit.com;2
24;28;6;6;1;246;25;16;24;253.957;95;0;1;0;1;0;0;67;170;23;0dq08bxm@esprit.com;2
18;11;6;3;1;330;16;4;18;253.957;95;0;2;0;0;0;0;84;182;25;x1cv6d5r@esprit.com;1
1;13;6;3;1;235;11;14;22;253.957;95;0;3;1;0;0;1;88;172;29;qbepuiia@esprit.com;8
22;23;7;5;1;179;26;9;19;230.29;92;0;3;0;0;0;0;56;171;19;zil7hba8@esprit.com;2
28;25;7;5;1;225;26;9;18;230.29;92;0;1;1;0;0;2;69;169;24;ocy5tmws@esprit.com;4
20;13;7;6;1;260;50;11;22;230.29;92;0;1;4;1;0;0;65;168;23;e19errfd@esprit.com;8
21;7;7;2;1;268;11;8;20;230.29;92;0;2;0;0;0;0;79;178;25;gahgfokn@esprit.com;8
18;25;7;6;1;330;16;4;18;230.29;92;0;2;0;0;0;0;84;182;25;ratjs85p@esprit.com;8
34;26;7;6;1;118;10;10;22;230.29;92;0;1;0;0;0;0;83;172;28;rey644xb@esprit.com;8
20;26;7;2;1;260;50;11;22;230.29;92;0;1;4;1;0;0;65;168;23;0168gh84@esprit.com;4
34;28;7;3;1;118;10;10;22;230.29;92;0;1;0;0;0;0;83;172;28;tl74yspu@esprit.com;8
26;15;7;2;1;300;26;13;25;230.29;92;0;1;2;1;1;1;77;175;25;crrretfn@esprit.com;8
2;23;7;2;1;235;29;12;28;230.29;92;0;1;1;0;1;5;88;163;33;uhw9oob4@esprit.com;1
24;28;7;3;1;246;25;16;24;230.29;92;0;1;0;1;0;0;67;170;23;e34azqda@esprit.com;2
28;9;7;3;1;225;26;9;18;230.29;92;0;1;1;0;0;2;69;169;24;p8uy9fuw@esprit.com;112
3;28;7;3;1;179;51;18;23;230.29;92;0;1;0;1;0;0;89;170;31;sik9twac@esprit.com;1
36;23;7;6;1;118;13;18;29;230.29;92;0;1;1;1;0;0;98;178;31;l153is7z@esprit.com;1
10;22;7;6;1;361;52;3;18;230.29;92;0;1;1;1;0;4;80;172;27;xf3rgflr@esprit.com;8
11;22;7;2;1;289;36;13;20;230.29;92;0;1;2;1;0;1;90;172;30;ik8pzity@esprit.com;8
5;26;7;2;1;235;20;13;25;230.29;92;0;1;1;1;0;0;106;167;38;6n3cj3a6@esprit.com;8
24;28;7;3;1;246;25;16;24;230.29;92;0;1;0;1;0;0;67;170;23;7l89retf@esprit.com;2
